gene,base_mean,log2fc,pvalue,padj
ENSMUSG00000027589,2758.074055964528,-0.3345637535060774,9.96920920084934e-11,2.507486172687475e-08
ENSMUSG00000059495,8663.282140190795,0.1761256203495607,1.14402171848605e-10,2.8338804659891563e-08
ENSMUSG00000027577,30.46973424610898,2.476794760064276,1.2000630708134375e-10,2.9283330066759538e-08
ENSMUSG00000120025,36.20717074023286,2.3330414889725675,1.3417163722498744e-10,3.2258413191048817e-08
ENSMUSG00000055044,1322.8756316949355,0.5810406092180008,1.6434570212151453e-10,3.894040411571944e-08
ENSMUSG00000110496,31.31615935165162,-2.6132508672145023,1.7019900269557103e-10,3.9751192786712725e-08
ENSMUSG00000117721,97.29239632439646,0.9408371344424371,2.0254403190420758e-10,4.663932926199845e-08
ENSMUSG00000040485,118.77018067780556,1.337783900067702,2.1221871661139962e-10,4.818838608166351e-08
ENSMUSG00000042828,5651.535997045084,0.2685976554226482,2.7318135543280304e-10,6.118139698590269e-08
ENSMUSG00000060206,3449.6228257890148,0.481256728070676,4.367012092152284e-10,9.648146039810499e-08
ENSMUSG00000015843,1548.2331051360277,0.42374877728089233,5.689797842589314e-10,1.240300065713236e-07
ENSMUSG00000023495,1305.729430052438,0.3920623580566874,6.298208312950327e-10,1.354860627742433e-07
ENSMUSG00000046828,420.56805324229936,1.9606256127894468,6.680055616241437e-10,1.418340639869237e-07
ENSMUSG00000118672,91.29045930760829,-1.223462032638134,7.54253951389371e-10,1.5725443887514048e-07
ENSMUSG00000033849,159.69425261080707,1.158667489824663,7.598691461946355e-10,1.5725443887514048e-07
ENSMUSG00000006403,51.53915462477921,1.3535764598761202,8.268460381010687e-10,1.6897632346142967e-07
ENSMUSG00000066170,282.0911341139393,1.0278507395419183,9.98657346692115e-10,2.0156850569221465e-07
ENSMUSG00000038485,4549.940198089942,0.27291771455082103,1.0267382980980967e-09,2.018748834667402e-07
ENSMUSG00000031987,12523.559226770309,0.2878189083796749,1.030139373157395e-09,2.018748834667402e-07
ENSMUSG00000026384,6241.161138001963,0.35343606203232275,1.0372188030586687e-09,2.018748834667402e-07
ENSMUSG00000030098,386.81468193996784,0.5690092769596532,1.0666078181522964e-09,2.0515260257613992e-07
ENSMUSG00000040918,376.8304469462046,-0.74723052401143,1.0856692848133912e-09,2.063907806676062e-07
ENSMUSG00000003949,623.1302432479118,-0.527535440576837,1.5624461543879943e-09,2.936141629665439e-07
ENSMUSG00000001995,988.3995981829606,0.3957421594127976,1.6177836368859475e-09,3.005584622664586e-07
ENSMUSG00000034157,2436.530727818595,-0.26627737455507144,1.9614600528894895e-09,3.603136000526996e-07
ENSMUSG00000110588,22.48296792522514,2.1497963896755654,2.2212137739973806e-09,4.0349582212314643e-07
ENSMUSG00000020658,808.3372754484145,0.6727682785748936,2.6818475072552006e-09,4.783754556494282e-07
ENSMUSG00000027999,2906.4342808135984,0.4963999942849965,2.691940908908642e-09,4.783754556494282e-07
ENSMUSG00000028195,1986.854944121993,0.6127206774807135,2.7358726652876287e-09,4.808069893989293e-07
ENSMUSG00000038205,15204.495438376252,-0.46575319652131536,2.7644416786041564e-09,4.808069893989293e-07
ENSMUSG00000028630,6373.6833543130915,0.452041802859541,3.307868470741938e-09,5.692667539806311e-07
ENSMUSG00000029205,26.556181934060316,1.688234434066712,3.492972537338714e-09,5.948605001349025e-07
ENSMUSG00000029238,3618.8797915302202,0.3552469828747817,3.553393847671833e-09,5.989117115008948e-07
ENSMUSG00000039384,1718.8623416155808,0.7527144419345025,3.797257833828822e-09,6.334833502578308e-07
ENSMUSG00000031229,4995.90205928691,-0.2028859957420165,3.843828817195871e-09,6.347753265892455e-07
ENSMUSG00000029405,4174.432475962975,0.26270489426578947,4.123474534684736e-09,6.741468516756075e-07
ENSMUSG00000037887,2258.1607698961247,0.6068346669295894,4.420059691769293e-09,7.154807514924374e-07
ENSMUSG00000038612,7030.06848843395,-0.20917482870868206,4.499518675926575e-09,7.184445835242085e-07
ENSMUSG00000030256,2182.7985528604727,-0.7012523740005718,4.526258003730716e-09,7.184445835242085e-07
ENSMUSG00000001138,816.0580254006858,-0.30115057491464237,4.651059833869983e-09,7.311555502301956e-07
ENSMUSG00000104713,524.1566611682453,1.5382012703799153,4.71386528173454e-09,7.339712713436e-07
ENSMUSG00000068114,369.1567816816999,0.6437158591399802,4.9121689773305906e-09,7.576325529280927e-07
ENSMUSG00000102401,314.0469525343521,-0.46151579636262524,5.1903678834734395e-09,7.930591077281053e-07
ENSMUSG00000025511,182.44642357831052,-0.5298769464320187,5.385484331750371e-09,8.152526235165446e-07
ENSMUSG00000100410,314.9071256434593,0.8202937016277556,5.487640902284311e-09,8.230957900132679e-07
ENSMUSG00000036304,879.3592164736068,0.7910667070878841,5.763087157666544e-09,8.565519267335484e-07
ENSMUSG00000015711,2878.2965179249004,-0.4455723476027854,6.288619612043771e-09,9.262400183540867e-07
ENSMUSG00000022987,547.1932827439964,-0.35956634013409233,6.485595997967572e-09,9.467232943818913e-07
ENSMUSG00000073375,3525.3768767133242,0.7622414574662032,6.747015275435736e-09,9.761677233460076e-07
ENSMUSG00000024529,469.0258028875705,0.8212348435321167,6.880819320555778e-09,9.867939918576e-07
ENSMUSG00000038550,211.63025995013348,-2.2366586569744804,7.348847282286494e-09,1.0447504714617555e-06
ENSMUSG00000038370,593.5958919456463,0.669645665145449,7.496740111612637e-09,1.056587966247888e-06
ENSMUSG00000090066,22366.044731979182,0.4002086444936752,9.237619302784193e-09,1.2908191280446049e-06
ENSMUSG00000031609,170.09063255175343,0.9134049258046882,1.0113734772226589e-08,1.4012665236536653e-06
ENSMUSG00000020423,2236.5655167085174,1.4135877311043108,1.0390986494007777e-08,1.427581833533892e-06
ENSMUSG00000026077,120.5506078354664,1.2929139722623326,1.0616773122549076e-08,1.4464468648379572e-06
ENSMUSG00000097375,723.522578433664,-0.3614186708326126,1.0875251051782221e-08,1.4694171855007234e-06
ENSMUSG00000113302,133.0438707640633,0.7835166878103992,1.1872622976223837e-08,1.5910287953957662e-06
ENSMUSG00000031762,227.85888430090407,1.6404397976478078,1.2213533950223174e-08,1.6114786243113493e-06
ENSMUSG00000037225,1019.0494476341784,0.4774206044077727,1.2222359129892184e-08,1.6114786243113493e-06
ENSMUSG00000022510,452.1799120130806,0.5167491177911854,1.5791729164590783e-08,2.0654318408951576e-06
ENSMUSG00000036698,9143.686371058408,0.20937212203946157,1.6926642540216562e-08,2.196299038809528e-06
ENSMUSG00000032393,7542.331232907974,0.25368295712492495,1.7275122583667435e-08,2.223865977325818e-06
ENSMUSG00000022951,2031.9027331360196,0.5979607066993777,1.8171299392198556e-08,2.320957607523861e-06
ENSMUSG00000035275,478.76580545725915,-0.6505811642326015,1.8536901160263902e-08,2.349300752474066e-06
ENSMUSG00000067279,24301.24370538397,1.1883229024290365,2.1034081926254653e-08,2.6367373692228527e-06
ENSMUSG00000062980,3394.3686360265256,-0.3409401719449924,2.1240725539211307e-08,2.6367373692228527e-06
ENSMUSG00000022533,2048.273127150106,0.2719654284266077,2.1387058928312998e-08,2.6367373692228527e-06
ENSMUSG00000020275,843.1621519356195,0.32080984703969584,2.14500012298391e-08,2.6367373692228527e-06
ENSMUSG00000025813,3323.521250677648,0.416368265550519,2.2410729030838145e-08,2.7342761860087524e-06
ENSMUSG00000037762,446.6435118818227,0.526410994500257,2.3003162586392356e-08,2.7857681861105823e-06
ENSMUSG00000017677,591.3288239854144,0.5296025055365184,2.545139489048409e-08,3.0323291366404767e-06
ENSMUSG00000113041,343.5190820087341,0.825080528048057,2.5492378167100545e-08,3.0323291366404767e-06
ENSMUSG00000030433,1644.1094950552426,0.588802517193979,2.5595536170798566e-08,3.0323291366404767e-06
ENSMUSG00000009293,2032.1858771995096,0.30354932015244296,2.680895708587887e-08,3.153234815805997e-06
ENSMUSG00000020538,2182.670958488031,0.5733803982049829,2.798694514350849e-08,3.2682754725087166e-06
ENSMUSG00000112071,212.39186836137094,1.1684863861025263,2.9738593760101322e-08,3.4482004920843725e-06
ENSMUSG00000033318,108.49282486570802,-0.9852677279743063,3.0895060557722695e-08,3.5331237400368017e-06
ENSMUSG00000022464,2340.6084111933915,0.38733982308504183,3.090321700564332e-08,3.5331237400368017e-06
ENSMUSG00000034263,762.6970919211857,0.29444683015342477,3.1907141798780826e-08,3.6225684810296374e-06
ENSMUSG00000051000,4240.14637396942,0.39254989797629075,3.342057812356457e-08,3.7682278051183247e-06
ENSMUSG00000037692,3353.045736920009,0.49027038782824545,3.5844482388093464e-08,4.013845497006439e-06
ENSMUSG00000112739,37.445952172889214,1.377794432629793,4.009721781413654e-08,4.459519823423934e-06
ENSMUSG00000040820,841.748235472499,-0.4160451168846661,4.0985309148810006e-08,4.52749202212091e-06
ENSMUSG00000021536,2455.0679774166697,0.37050773365748907,4.424984298249392e-08,4.8553065967838465e-06
ENSMUSG00000039457,255.2564220625742,-0.8753843901475167,4.606561608463393e-08,5.020845049117868e-06
ENSMUSG00000026626,5051.0032554155605,0.219917647960739,4.883547976267548e-08,5.287491779072725e-06
ENSMUSG00000113940,81.7217355657946,1.152470162155596,4.9205985914385966e-08,5.292556998120369e-06
ENSMUSG00000022389,8463.31274618321,-0.6268830297098341,5.265437855249119e-08,5.5979616757314956e-06
ENSMUSG00000043415,1627.7493663028215,1.7248373507648975,5.285857828962796e-08,5.5979616757314956e-06
ENSMUSG00000104344,543.3049410378273,-0.31841813002001207,5.30726074829275e-08,5.5979616757314956e-06
ENSMUSG00000032503,564.2949781948975,0.6230526317381214,5.50303510251332e-08,5.754041561231596e-06
ENSMUSG00000024548,1442.097456571808,0.3384871040093384,5.525625574122947e-08,5.754041561231596e-06
ENSMUSG00000117919,95.58748892554969,0.6778601071946335,5.6120913800861425e-08,5.807093795761288e-06
ENSMUSG00000003545,105.58407605153148,2.2313343753234274,5.84226838503926e-08,6.007248165220557e-06
ENSMUSG00000007617,6283.6208210634695,0.21883915230715306,6.337100835123809e-08,6.475328847089947e-06
ENSMUSG00000073700,6680.223929149551,-0.5042001271771922,7.34393754360556e-08,7.457517695677473e-06
ENSMUSG00000062373,12555.439395551162,-0.3453087139357236,7.41351164612607e-08,7.481697648303402e-06
ENSMUSG00000081194,548.3259364284494,0.44611681422668636,7.547690003583022e-08,7.539763942050301e-06
ENSMUSG00000032724,1147.538495634426,0.6646288570627896,7.563283910307966e-08,7.539763942050301e-06
ENSMUSG00000028023,588.0863430296102,0.49127484827189244,8.226032132638868e-08,8.150751474940173e-06
ENSMUSG00000071324,31.32174842660903,1.372060294629099,8.952476378213117e-08,8.817110620928086e-06
ENSMUSG00000112964,407.95639016416794,-0.3633480265354351,9.104952012922948e-08,8.913584458639357e-06
ENSMUSG00000022507,3969.6554286360843,-0.23850736372127473,1.1296504759711196e-07,1.0993247399792758e-05
ENSMUSG00000110071,127.46086755417645,0.8376732919486526,1.166421657464593e-07,1.1283921702892681e-05
ENSMUSG00000028836,71.07745680101071,1.1577379158707486,1.4274895646627245e-07,1.3651881594197628e-05
ENSMUSG00000037016,226.14249773479278,1.0137090239239923,1.4278988027449962e-07,1.3651881594197628e-05
ENSMUSG00000026628,342.81170898723923,1.667530235269038,1.4583279674948496e-07,1.3861746477077498e-05
ENSMUSG00000076431,361.5844116667569,0.8393747999337247,1.4710952650909968e-07,1.3902275427151853e-05
ENSMUSG00000095098,532.6032018914126,-0.35522226463325757,1.5882303651962215e-07,1.492297600034082e-05
ENSMUSG00000048279,4524.4429421467385,0.6397225917627816,1.6111729048835843e-07,1.5052037612538124e-05
ENSMUSG00000024975,671.7086802296177,-0.3736847555173376,1.7235248305060666e-07,1.6010174689740728e-05
ENSMUSG00000005103,2259.2619672102305,0.379602871627075,1.7907875689927413e-07,1.6541009020035213e-05
ENSMUSG00000031960,4898.084336496545,0.23209106601885737,1.8234163321852812e-07,1.674777169376245e-05
ENSMUSG00000026826,319.56673338080685,1.8895458753619434,1.9520079717082254e-07,1.7828702977350714e-05
ENSMUSG00000037868,43.5995638245631,1.2031695234029702,1.9807900054031706e-07,1.7991075443520244e-05
ENSMUSG00000034667,1706.1695236444182,0.22466530286956202,2.107216227788489e-07,1.9033634313875143e-05
ENSMUSG00000040842,3881.8468693284103,0.21373923882370924,2.2387422628005269e-07,2.0110547942047152e-05
ENSMUSG00000028063,2829.8528977927417,0.3010228983415587,2.285269620266532e-07,2.037506057478406e-05
ENSMUSG00000026308,4314.739778743791,0.35450424306777806,2.293113429420923e-07,2.037506057478406e-05
ENSMUSG00000048416,3848.578763460618,0.29548532871976285,2.3392233734781857e-07,2.0672412396213435e-05
ENSMUSG00000042734,216.22344440049474,0.6846811321477675,2.662307513375862e-07,2.3401110503323636e-05
ENSMUSG00000026349,2625.58499919439,-0.23494270408188794,2.681494589492437e-07,2.3443719274658743e-05
ENSMUSG00000034687,247.67487011860507,0.5587759743026074,2.7160847984880353e-07,2.3619714931065966e-05
ENSMUSG00000001440,4833.867543073234,0.1423981774607906,2.730519372421229e-07,2.3619714931065966e-05
ENSMUSG00000039686,1841.074662262893,-0.2327953220688914,2.7608961567891317e-07,2.3756784877550273e-05
ENSMUSG00000026564,3565.0643380284732,0.6617676740167107,2.844551809698529e-07,2.4348469914534688e-05
ENSMUSG00000120512,637.9581938656407,0.6595165061741493,3.145115974547132e-07,2.678099013951618e-05
ENSMUSG00000013076,25724.736314705184,0.3046592011831299,3.2385772755614775e-07,2.743393776070186e-05
ENSMUSG00000022237,6514.515141453708,0.27676956722587065,3.406043877198956e-07,2.8703820282642127e-05
ENSMUSG00000028517,2622.772295628105,0.35914888026290687,3.4889622526805017e-07,2.925181736875565e-05
ENSMUSG00000025129,1568.0267927070329,0.6923935994525695,3.743222080790822e-07,3.122343765247406e-05
ENSMUSG00000043488,594.811296125639,0.6126244903032796,4.028615169679514e-07,3.34334159437007e-05
ENSMUSG00000053199,4752.788116009045,0.3825118871100829,4.3940974832652895e-07,3.628237361308294e-05
ENSMUSG00000031637,452.589967130842,-0.5301097037195361,4.891784567573556e-07,4.0188837133296516e-05
ENSMUSG00000026028,8105.990766404192,0.2784529530616997,4.948807968985541e-07,4.0454030742472305e-05
ENSMUSG00000010461,2534.447686025654,0.31244512995739326,5.053278946176284e-07,4.1102516164694564e-05
ENSMUSG00000074001,4457.433526980421,0.2935603253478915,5.140597957595955e-07,4.1605760400364486e-05
ENSMUSG00000029714,1799.1430012577202,-0.23120054526998013,5.179510857214281e-07,4.171419852443167e-05
ENSMUSG00000035620,2238.645089039154,0.24372861603108012,5.326033874130484e-07,4.2683984219685926e-05
ENSMUSG00000086825,404.96163578049203,-0.5208984388468688,5.581538751115995e-07,4.4513452215607516e-05
ENSMUSG00000019082,766.5099184608871,-0.7197655716428666,5.748276619662201e-07,4.562066721109579e-05
ENSMUSG00000020847,385.5248212090694,-0.3332332190598411,5.882463300104448e-07,4.646009299198436e-05
ENSMUSG00000096929,2823.064785794076,-0.538322935670499,6.269957310569895e-07,4.928246734159e-05
ENSMUSG00000039741,918.065065992425,0.47144220620613236,6.380780716628838e-07,4.99135808307009e-05
ENSMUSG00000016239,102.77221318954776,0.740853924022473,6.631284571683673e-07,5.148504824488227e-05
ENSMUSG00000021250,1127.379201603328,2.818957534218965,6.644654217181576e-07,5.148504824488227e-05
ENSMUSG00000075289,1307.1735443234413,-0.5336740877932884,6.85722387156438e-07,5.2881487300097196e-05
ENSMUSG00000039103,18258.299889807662,0.2996191973997235,6.9155073634566e-07,5.3080577410869464e-05
ENSMUSG00000071644,11080.61849871366,0.19376293244254342,7.230405811703276e-07,5.52382731848303e-05
ENSMUSG00000028444,937.4501480354294,1.152390126842064,8.01893233162298e-07,6.097745334404841e-05
ENSMUSG00000043557,1343.7961874122836,0.6741925172968202,8.861842657166826e-07,6.707512296389834e-05
ENSMUSG00000025221,20.986749072894213,1.777578709446092,8.953719038559736e-07,6.745822698682632e-05
ENSMUSG00000108200,32.630850254062054,-1.0501936107695324,9.275396473433549e-07,6.95612187817271e-05
ENSMUSG00000071656,266.89701437448997,-0.4003995726469485,9.401123344772363e-07,7.018217605647643e-05
ENSMUSG00000086298,347.79481546948745,-0.4408255484887525,9.745387834508588e-07,7.242152077562769e-05
ENSMUSG00000014778,1619.4224492660262,-0.41741754262074166,1.0563541219270103e-06,7.814630560807553e-05
ENSMUSG00000022462,6328.989368730188,0.4087489673436072,1.0668657627660102e-06,7.856841601559235e-05
ENSMUSG00000026399,1752.621597821381,-0.305865869922621,1.0925826445907947e-06,8.007546308851459e-05
ENSMUSG00000037523,1957.3944667878025,0.3608008705387475,1.101629296882874e-06,8.007546308851459e-05
ENSMUSG00000001656,335.8856033762646,0.4299666234776547,1.1020233160998094e-06,8.007546308851459e-05
ENSMUSG00000031808,3811.0597780553817,-0.4576821377835298,1.1781685621008589e-06,8.522954788401303e-05
ENSMUSG00000063576,2949.854513745713,-0.2754107445732072,1.1974509999535871e-06,8.624284756934448e-05
ENSMUSG00000114618,44.265323156961045,1.0058977352937932,1.2092185765647214e-06,8.670839696603785e-05
ENSMUSG00000020184,2188.0487812619936,0.21499514959347238,1.2918213174613481e-06,9.22270162409414e-05
ENSMUSG00000074063,189.894202882998,-0.6689747254817665,1.345078634214357e-06,9.56116982207414e-05
ENSMUSG00000052040,3177.916577222897,0.3406706350394183,1.4029299679799025e-06,9.929221665152998e-05
ENSMUSG00000018427,844.5859464116002,0.5322490453572901,1.4173297589058576e-06,9.952442751150438e-05
ENSMUSG00000034055,46127.630366635625,0.2537573941100697,1.4237193722392677e-06,9.952442751150438e-05
ENSMUSG00000014905,1478.688946093965,-0.24676201869888018,1.4290215501377998e-06,9.952442751150438e-05
ENSMUSG00000023067,1781.881755788266,1.2582522467776434,1.4305609190289026e-06,9.952442751150438e-05
ENSMUSG00000006920,1798.9963003630153,-0.2791938284850105,1.4443975553513383e-06,0.0001000612526798264
ENSMUSG00000006418,1606.2854342911705,-0.3991032169640725,1.4564327742631444e-06,0.00010046928028028753
ENSMUSG00000075705,1904.026965127871,0.29840962238866126,1.5022176021021133e-06,0.00010319225032255232
ENSMUSG00000025815,200.72203938142687,-0.4919669984889068,1.515439538050281e-06,0.00010366494145432654
ENSMUSG00000038264,752.9596368713574,0.3166336442566143,1.553879306911299e-06,0.00010585155328622012
ENSMUSG00000035235,278.32205743746886,0.39158406095087606,1.7245446378806756e-06,0.00011660947009417944
ENSMUSG00000010066,48.36787115973457,0.8674159253336121,1.7260683688783062e-06,0.00011660947009417944
ENSMUSG00000045466,387.4582127517101,-0.3798651189837169,1.7733490870483612e-06,0.00011885214004101391
ENSMUSG00000025137,913.9253908400401,0.30869755003821114,1.7800347007931176e-06,0.00011885214004101391
ENSMUSG00000057880,181.47631078054508,0.5972900760344799,1.7810737237781154e-06,0.00011885214004101391
ENSMUSG00000052105,606.3356071772424,0.5036248773283746,1.7983789645813741e-06,0.00011951909630870277
ENSMUSG00000027536,124.31001060242379,-0.8083019083970167,1.8114850515236407e-06,0.00011987095895791168
ENSMUSG00000058056,4388.172955923646,0.35988812557478517,1.8240976478649073e-06,0.00011987095895791168
ENSMUSG00000049686,946.260602418764,0.2548855251810728,1.8256693853153103e-06,0.00011987095895791168
ENSMUSG00000020647,3243.2215793462397,0.28816237470606554,1.8601518439611703e-06,0.00012059611924501635
ENSMUSG00000026672,4044.3567704434204,0.43265148745940324,1.8629530990515756e-06,0.00012059611924501635
ENSMUSG00000074743,932.501590047742,0.3845075259134444,1.867834720652521e-06,0.00012059611924501635
ENSMUSG00000083282,873.4258777272674,-0.4058156475846809,1.8734078821361173e-06,0.00012059611924501635
ENSMUSG00000005148,270.6001639116832,0.38306176037907563,1.8809296044343253e-06,0.00012059611924501635
ENSMUSG00000028949,4915.158681192693,0.2630829780573327,1.8809719498121702e-06,0.00012059611924501635
ENSMUSG00000073730,47.08298679125914,1.2631933818405927,1.9080399612559494e-06,0.00012185369268192781
ENSMUSG00000056612,964.9703781206246,0.29410076881653846,2.002152365028677e-06,0.0001273664942251122
ENSMUSG00000104548,177.91670963963054,-0.47057698766346406,2.0131954012454598e-06,0.00012757260315876754
ENSMUSG00000034614,1560.1983029989815,-0.9282909475475178,2.0574628806230294e-06,0.0001298743653872815
ENSMUSG00000029202,3352.184030334094,0.17752106602444698,2.0992433968511343e-06,0.0001320020395966123
ENSMUSG00000020255,3594.0118479717535,-0.2481004504168351,2.1073535260400178e-06,0.00013200430190508908
ENSMUSG00000087574,125.8286371319163,0.5217339685061156,2.1445493724363074e-06,0.00013382151790061522
ENSMUSG00000097286,56.64637062610638,0.9657330405320436,2.180655169318312e-06,0.00013555715347218664
ENSMUSG00000071708,3951.342840844789,0.2590450789479828,2.1904529334004847e-06,0.00013565043563698684
ENSMUSG00000076617,637.4261700684917,1.2659998460319584,2.2480102547650906e-06,0.00013868950813265835
ENSMUSG00000073060,186.61612758499123,0.4740868121754949,2.38891755311832e-06,0.00014643078130568006
ENSMUSG00000026615,15848.393835741663,0.2620505923100549,2.3953916020196e-06,0.00014643078130568006
ENSMUSG00000023800,288.7735719345504,0.7238693449906608,2.40035778273425e-06,0.00014643078130568006
